player_id,total_playtime_hours,last_login_days_ago,in_app_purchases,churn_status
a683bec9-f080-493e-b0d1-1c41422e0a43,476,28,5,1
f632d474-6825-4430-aebb-9cb60c543bad,188,118,3,1
d9be8f81-e2b9-44d8-84ae-498063a87172,464,28,7,0
8d09430f-ef91-47fb-aba5-673224b8869e,271,30,4,0
d3973061-3b46-4ec2-9f82-08d3e9f9b1d1,190,24,4,0
23e78f66-26cc-46bb-affc-cd383a876910,446,2,3,0
cf736e2c-3445-4f2b-b2ce-a6a4ff6fff3a,175,38,8,0
36e30299-f52b-46cf-a9bd-89cbf425a8ba,446,23,5,0
c22daf4b-e1f3-4a84-a7ad-c3994f1a1c74,51,17,3,0
7d9a7716-f985-4b11-b452-909271e9506d,364,72,5,1
fe50593b-a2b2-491d-8139-b468f035fa43,55,10,3,0
c15495a8-0a89-4ad8-896d-81abf5b23229,244,22,4,0
45590d1c-54da-43d9-b4ef-00b12ba5a927,320,35,2,0
d147ef6d-c75c-47e8-8d88-832c9aa87560,131,47,4,0
73228d59-28cf-496e-a330-7776b88e5acb,485,18,3,0
8b8ce4f5-fac1-4937-8bd1-c6a60ea9bb0a,307,55,7,0
cc3258de-8e67-430a-810a-bffd0eb25bf5,135,43,4,0
8e111da6-a72b-4fd1-ab2d-4a48e3ac8afa,21,2,5,0
67745ec8-84d7-4c99-98c2-7d37f0e20b10,329,1,4,0
cf493f11-51ad-47d9-b7db-2503d1670ed4,167,29,5,1
eeb20ef5-3e90-4b32-a275-a43cdc1d7945,274,12,4,1
8d1fe36e-5545-47d8-aee8-6d33e558bc25,388,7,6,1
754453ac-e42c-47c1-839a-62706d90ea30,89,26,9,1
e06dd161-b2a0-4581-a471-7b1567394f42,316,12,3,1
713efddc-2582-40e4-a7d3-030a495a7b0c,14,23,8,1
4577a82f-fbe9-4c04-9057-d12e72ed21af,242,18,5,0
22dbbfc8-758f-445a-b645-75f6d76d0eb7,265,26,1,0
944d6e9b-0297-4106-8682-a4dda729a76e,346,15,3,0
1e6c7163-6882-49ca-9a1b-59e3c7fd6109,53,35,5,0
96ed04de-0917-4936-bc79-0b82379ea1f9,386,5,4,0
a473ecfe-2ed3-4d45-920c-b004c25daf0e,340,35,6,0
5750c563-7804-419e-b5d2-3ea0a842ac5d,92,15,5,1
7d970b3e-c1da-4e41-be45-b8f00286ae8b,367,62,5,1
a78ceb66-c557-4d80-bcba-302684040e97,444,21,4,0
45f8102f-2d83-462b-8270-f6910421f64e,455,108,9,0
a1b1ab73-5329-43e1-9462-f93e87ff427d,428,27,6,1
d11e20c1-94fe-47c4-8d95-0e441985b5f4,264,7,7,0
a0790093-6f00-4141-a429-bb189623170b,431,51,3,1
48399b83-db23-4dc5-8b03-429549524010,35,12,2,0
e18b24de-5ac9-4dcc-8b42-bf379923aeba,206,12,3,0
a487ab23-6b00-49cf-92fc-3ae977a6cd7c,81,0,2,0
d14d8975-d7ce-4bb5-8c96-f6469733878d,420,23,7,1
de08dee0-f529-4519-8b49-0d3086a36a8a,50,22,2,0
dc2b4987-3344-4387-a8d3-0d0f7dfd2e39,360,13,5,0
7edce29c-0c1a-455c-b44d-e91110f9b246,388,67,5,0
ef84aa3c-6732-45f5-92bb-a04c4a85d3df,2,4,7,0
0ecacde3-c73d-4b70-ab51-d04fe85beaff,390,12,5,1
c0a7f856-f0d8-4757-9d6d-833a1a9346ba,54,11,6,1
dcedcd5c-2e68-49f9-a0c5-46d9f895a0b2,106,2,7,0
d0089ac9-181f-4c76-bb84-a01763edcbd0,260,19,3,0
7e318232-eef3-4266-a000-54244963cfee,310,34,6,0
ed0909f1-5e18-4909-a321-0607c643dcec,477,21,8,0
57871a5c-6ef0-4755-b914-3427f59aa2d4,191,5,3,1
a028cc29-9348-447a-a5b1-f88f8c1f9d5d,402,14,6,0
bb1853e8-4768-463b-b8a6-9eb4f812688d,218,0,5,0
6bf91cff-d07b-4e9b-b6c1-ebd74dc8f86a,44,60,3,0
6e0222e4-ce9c-49ec-860a-fcbedad18f20,162,2,4,1
70c444b5-77b2-4c44-a10a-ab97b1f8b6c3,202,27,6,1
fcf4564b-868e-4b9e-ad90-ced5a94e9e09,446,128,6,1
1aff76de-a4f1-493d-a41a-d3203173d6c8,484,23,7,0
6f077457-b6e3-478c-ba50-f84c557fe7ec,270,77,6,0
9f1b09f3-4ca2-4439-8dc6-bc326fbe9a68,351,8,5,1
16d459e4-f161-4d14-ae59-bfa5b6223651,304,42,2,0
5ff7b310-88f8-4723-bec6-6b80663a4e64,271,22,5,0
ec21ba6e-8f66-4c31-bbb0-443395dc216a,456,38,9,0
64915fd8-804d-424c-a7c4-a5eb46c3ec0a,462,1,3,1
6b63b221-ff00-4287-bbdc-1ccc0d3d6d5e,215,4,9,0
d20619b9-01ae-4301-bff3-41d3b07ee439,252,4,2,0
fdeb3054-0174-4d20-9840-cb8b623dcfc8,190,34,1,0
90c0faab-7742-45b0-aa4a-5824f6f00669,296,55,4,0
a6bc99c6-738e-412b-aadc-257c703cf707,213,41,3,0
110fd58c-df98-4a85-856d-7f3fa0a00e0b,208,0,4,1
7c3890e3-6566-4cd7-b436-6bf61544bf1c,237,60,5,1
6bb23c97-7bfc-4835-8d55-a45bf72cbb84,338,13,1,0
7bdb9aae-4e1a-4ea8-b7e0-3a6b2cf6f53e,367,15,3,1
1b93ef95-f14e-41dd-bb1b-d5c6bb8f9c6f,53,3,5,1
d6150a04-cb45-4316-a886-b323bcb97eb7,280,40,3,0
cbc85e59-a493-48a6-a067-5a30537ac6f6,410,6,12,0
c837ff7a-3e8b-4818-9edd-2f5bc004d1f7,217,24,2,1
a6b90ae3-7f77-41bc-8d8b-79822ec6aa7f,252,55,3,0
de38f054-5200-4297-a64a-a775eba9331f,188,2,4,0
68fdc542-ee15-4278-979e-f3edaf810883,380,22,9,1
a7001c37-0ef3-44cf-b79f-36f9d0b9378c,493,7,5,0
2a516627-129a-4dae-bf5c-689e3428c027,41,12,3,0
8738e0f0-7849-44a7-a3a5-863ecbf347c7,157,19,3,0
164bb85e-6e80-4bac-b593-3a2e86868eb4,15,13,4,0
a63c4d8a-f255-4258-931c-542e5c036281,301,31,4,1
7adb6b85-da9f-4831-8157-3cc483f9a610,65,19,7,0
4be409b7-f985-4054-bda2-77f5e85e9d2e,345,26,6,0
39cc1400-224e-43df-a93b-6d223323283d,327,40,3,0
10b6f989-c315-42cd-b8cb-0baab4dd61c1,9,24,6,0
6a69a765-0eb7-4c7f-afb3-e8a031eabb45,344,26,6,0
23aa3e77-35e0-4cb4-8812-1cb05edec2c2,129,24,4,0
24377e86-688e-4928-93fc-0bbba1b36ace,492,14,7,1
dbc44b73-8dd7-4fd2-94a9-3b7a052260d1,136,12,4,0
9eed8c5f-1190-412f-8175-c8453eb80fa7,472,68,7,0
f53af75f-8202-4901-b93b-cbab2513c4de,63,28,3,0
98585e04-711a-4d08-9e40-da85e887bee2,139,8,4,0
e4b4efbb-c818-4eb3-9741-bcbfc9d86732,499,20,7,0
34f5b5e5-31a5-4574-8592-ecacf78aa58f,81,12,8,0
defd4057-1c22-4cbd-855c-1768991a1511,392,81,2,1
d1b23e3a-464e-4c7c-8312-8e0be32429a9,163,0,9,0
0391223c-434c-420b-ae42-4bbdb0ec0041,419,7,6,0
90c4d84c-cfd9-4d2c-92a2-7859d906d1f9,289,13,4,0
cace7dbd-9836-4722-9838-2c018c1bd663,379,20,7,1
6274564c-0891-4160-ab97-ca5cba5b93c9,261,57,2,0
30f072ad-22c2-4691-b251-ac1fd19e6694,490,2,2,0
d8e33486-d7d3-4462-908a-15d36086440a,231,49,3,0
b4470cb2-85b1-4d44-b635-3969244d9343,41,1,5,0
a392af19-b70c-4af1-8a8d-a512fb5ee4be,28,55,7,0
818ac876-1233-460c-9da7-81fd6cfd77b6,135,1,4,1
ce71131a-7537-457d-be4f-9d7467561f22,201,0,4,0
fc737331-3c27-42f8-af28-7035ff62114e,328,35,5,0
5d60263b-98c5-43d1-9fef-13589c6bab0a,268,176,5,0
603cc41c-79fd-4d5c-bd98-29e06e42d058,418,68,4,0
a8f620d1-427c-4e1c-8019-3105cb98f004,33,25,5,0
1b3eae14-e889-4abc-8c52-31d3763b13f8,48,74,6,0
497d1e04-b387-4e9b-bded-45f49d5b255a,407,0,5,0
af33181a-ed9a-4eec-99b7-89a7d91849bd,62,110,7,0
46279649-c345-454a-a41f-cc2bee03eb97,216,20,8,0
19cd0bd7-79de-4ff9-a615-2c52b348038e,293,38,4,0
5794eb4e-e43b-4caf-ae5d-beee594a767b,99,51,5,1
caf3ffbf-0bfc-47e9-98a3-ad33b2d3b63f,172,38,6,0
3580999a-509b-441e-b75b-80e51aca9ee7,360,22,9,0
538bfc85-dc36-40d7-8c6d-2539c784d57f,214,19,6,1
61f7174f-e459-4df9-94cd-e6bf6f56c5e1,475,54,0,0
f3265d63-7c89-4434-a7e3-a05c18c00359,35,6,4,1
d8682d95-09ce-4c9e-8ea1-8834f5eb8d5e,449,103,2,1
6dbaca14-7760-45f2-a2b3-f314bffe1bf4,227,37,6,1
8bc3122a-454d-4be4-867a-8130143cdef2,101,6,9,1
4cbbd18b-1925-4cea-b4c4-6b1a356339b3,431,39,0,0
979e1a14-5c5d-4c41-9f06-0e4f8f43774c,462,22,3,0
a1859d74-da0f-4e24-adf5-395d1af1469d,131,36,0,0
8bc54f9c-21b2-4c49-a653-5e6b9d8fce24,257,43,8,0
81638b74-e0fb-4a4f-b27b-f58bffbf4f5c,5,2,2,0
b2d62d69-3435-4cac-a8cc-62863688b449,218,21,4,1
f0ee78ef-5ab5-4904-8d2b-b35f8295ba4f,255,80,4,0
5cd9adda-0d91-4581-8c55-46254aa43506,398,11,5,1
ea11789c-bacd-4c09-a0e7-07232f3e20f4,359,27,4,1
c4b75170-e450-4b0f-9125-8aeaef3280b4,283,13,3,1
e64d4f7a-5a73-4193-bbd9-c4e424695f06,393,18,2,1
aba54876-3b2e-4e8e-9376-286e2dce5fff,207,23,8,1
22eb8966-b3d0-47e6-8538-30581e7a24b6,15,23,4,1
d0e0514e-0a3f-405c-b689-aaffe3277db2,346,6,5,0
764cb036-5b73-4bcd-a2e7-bc48a64afe55,42,34,5,0
0a8489e6-9e28-423a-8738-167f1a3031d0,380,2,7,1
54150ce2-0fab-4191-9c86-d5cdc7841724,461,4,5,1
b9eb4a36-9bd2-46f2-97b6-baeac637e50b,179,0,8,0
b760e9d6-668c-42e0-88e3-e00929d29ec9,63,3,5,0
fbd30215-77c7-4ea1-a184-dec6006c9e4c,352,19,4,0
f6a155d2-20a2-417f-b366-880c20fc7048,231,27,6,0
8516ba04-412b-47a2-9c66-ecce38544110,241,47,5,1
e024e0a0-4e55-49ae-8ae7-d3ada61c6bdf,52,3,1,1
c5633be1-c33b-4580-b589-2dde8bbc7b28,96,57,7,0
6602c061-5f46-4ebb-9115-6d58ce61aca1,388,41,4,0
8b2787c0-a737-435f-9420-9c8626983dc8,222,15,4,0
6e99cde4-3493-4341-bcb8-293cedef7bc9,485,81,4,0
7ed65e19-c16a-4f4e-b91e-aeae17ada458,407,141,6,0
11ae03c9-8ebe-4c8e-80ca-5b2f54206a1b,231,6,6,0
0db168c3-288b-4cd5-b8d3-f723ee715cd5,237,14,4,0
3ce405c4-1221-4efe-9bb6-44fe96b53a05,143,78,5,0
62e3889e-076f-4d93-ba52-d03f880087e5,171,38,4,0
1cc8d3d8-44fc-485f-a470-e28c3290719f,29,1,4,0
b0fd1b4d-268c-4dab-934b-b3386109c552,36,45,8,0
e369f408-c1e7-4d27-a0b6-0cc7e3bd25ee,13,52,4,0
9b350e03-a78b-4530-9a77-5c0d5750c33a,160,41,7,0
bfb73586-f95c-4674-8ce1-c092227064be,327,48,7,1
b8425dc9-3bba-4c0d-b596-ea111405366d,187,52,9,1
a5c18bca-7097-4206-ac2c-ccc5175d9c3c,243,6,6,1
78134529-b367-406a-95cc-d65d4c8d117b,86,8,5,1
b2041319-5475-48f6-b21f-15892c195cf8,284,30,10,0
d04fee9d-f48f-47bb-9e63-73f1e69b24c0,66,71,8,0
7246bae6-6d01-40c5-b43c-e24c64ccf766,170,11,5,0
26358d5c-efeb-41f9-8257-2a8f1ebcb5e9,45,26,6,1
fe08dc7f-ddca-4de3-b4f8-65db24d0eab1,62,34,1,1
a4c89bcd-83f5-458a-9ab7-933785f5378d,441,18,10,0
3f901ec1-6a7d-46fa-a8f7-6d24592f1577,134,37,10,0
dfbf7a6c-717d-4ce6-abe3-d73bbec6e42b,284,68,3,0
faf1fb38-7409-4997-9d4f-151799ea6281,28,29,6,1
9eb9dfd6-d9b3-4352-be96-3e67af9331bb,108,23,8,0
04fd3e2b-e0cb-48c1-bbe1-1b02f0dae4b3,44,17,1,0
73eb0678-c7de-49a9-bc87-0c044ca2ab57,340,25,7,0
da4fdda8-bfe8-43be-a918-e675bd3b9c78,286,13,6,0
cf781601-70bd-4d08-9412-7e03f7806ef3,446,14,5,1
1349b61f-c77a-4d2d-aef8-116ffc2f4265,331,22,5,0
161455f4-17dd-4d7f-9935-6f1e57b2411a,128,2,8,1
fcfb79b3-a73a-4365-a017-98c31635eea0,348,7,2,0
ff7de19f-8fd1-4183-a0ff-05daac9009e5,473,23,5,1
628c2ac9-5f16-4392-97f0-f938db1ca4b9,231,16,5,1
e9ee791f-f55a-4841-ae33-100103bd9002,190,12,3,0
c7a89018-d12d-4dce-9f81-85a0464a242b,225,39,5,0
874f04b2-cc59-493c-9680-19cd71b9b2e8,385,35,4,0
d36c37b0-b137-431b-8c19-32532614a7e0,377,5,3,0
de03fd44-2ef1-4a6e-82a0-7f48155378c8,283,63,8,1
fe79ec5c-7451-4737-92a3-6e8b6dc60e62,446,20,4,0
1574d32f-4e63-42de-abee-387e04850908,121,40,4,1
95d74740-531c-451b-8e36-d498a01ca40f,116,25,2,0
a7da4522-f488-4cd8-b16f-65f7f6ed3091,461,182,5,0
6f5a2494-8f4c-4834-8aec-ea17233f2644,233,41,6,0
84e87634-7ad2-4427-943d-cc366885c46a,259,36,4,0
ff7d5527-3e73-49f6-85f6-1403514894c7,359,45,4,0
4f1a01e7-7d83-4f6b-b844-395caff598b4,198,4,1,1
1d10840e-3ed8-42d0-9666-05ffa0c6de0d,456,6,3,0
54adde6f-29a1-4a70-b862-d4daa50819de,411,37,5,1
fa4c2b7b-eb69-4f2c-90b6-0dda2a61efa2,137,20,4,0
2d8dc326-b7b1-4b0e-b20d-e6b8af7eab15,318,42,5,0
6762ca11-7694-421b-8aef-6ccfb00800fe,165,3,7,1
374f618f-9c49-4af1-bd4a-2dcb2a02d5bb,225,23,8,1
59624ae4-21ed-4ced-a861-93c4fa3105a3,307,14,4,0
f4054fc2-96c7-4280-8ac9-30dd3c676e3c,234,18,6,1
84b38f99-9c2b-4fed-be18-c431715761e7,172,27,2,0
dc786ff3-41ee-4ada-aee0-6ed0c81491eb,152,20,7,0
71141ce9-e73a-4c3c-951b-b2319d054818,463,23,3,0
af71118b-3e47-41d8-8e65-40615cb02594,315,19,9,1
e7815bf0-e4f3-41ab-97aa-6aa047c2af81,374,15,3,0
e7857e78-5b59-4104-94ce-8a52d5a3d7af,160,44,5,0
52ab0a01-10dd-4dd3-b065-eaf4fcffa944,96,0,3,0
51283d4a-7cf6-4f9a-a853-42e35d388f75,472,27,7,0
50faef39-9f18-48c1-b449-15b5f1022432,233,25,3,0
7ffae5a0-8b2d-485e-abad-4c455c97caed,180,37,6,0
848d7b36-6c84-4560-b832-a0b976736f90,113,27,6,0
c9c077d6-669b-4e43-8fac-725a6c325d6b,318,52,3,0
7ebc1e1e-aa0a-4a70-b178-f7ef9bc559bc,497,95,2,0
26e575ff-81a5-45d7-9343-2dc6274cb1e7,442,12,4,0
0902d301-7274-4153-baa0-eafc8fe8f683,52,7,8,0
b536cfd8-3df7-464a-9e9c-edb4a1eceb6e,268,16,5,0
088ebb45-17ea-4bea-b51a-8711a3c88cf9,295,10,10,1
859d852e-d252-422b-96cb-1628d4b2a210,386,28,4,0
2bbc4314-68cf-4b42-a4ed-98e4488c59f7,387,72,1,0
b8b216e2-38dc-42f4-80b7-104d74688517,113,4,4,0
5b11d84e-38e3-498c-8ca2-5b75215c800d,101,3,7,1
bc95d559-8267-4b9c-aa19-fa19665039b8,113,8,7,1
c9b5850c-0f77-4beb-af91-c2f91e814b72,440,38,6,0
c51e22ef-4206-4f31-a843-2b7d5244dadc,81,26,7,0
2e506e08-434b-462a-a173-7af17d2182b4,187,3,7,0
1bf71051-7423-4d23-adbf-adc39020b33c,113,75,2,0
ffd5db48-6676-43c1-9061-92a4ec70746d,2,46,2,0
ae19afe1-e333-406f-8861-8e1c82de56c8,130,0,9,0
d30c8823-9606-4838-ac43-ec3790101267,220,31,1,1
79bd9b21-d219-4524-b880-aba91cb6a8fa,54,44,5,0
91db6bd2-bb91-4624-9386-bddc6d1067a1,343,14,7,0
5703bbb6-c660-49fa-bd1b-72b335f9c48a,485,2,3,0
de90267e-6094-4e5f-bbe4-f0575a837fc7,224,2,8,0
a20b359f-6952-4a80-9882-26400a12004a,225,3,6,0
d22829ce-a1cc-4a14-a11c-c86a6606d023,385,55,7,0
bd2bf115-d8a3-40f2-b7b2-251d90fc2a4d,403,72,5,0
e3423b36-4d3e-47f9-82c8-6ca139eaeb3b,126,3,3,0
7373a5a0-52db-467b-ba98-cc4af1e90e9c,130,8,9,0
0ab2f051-8d37-4822-af88-902ecd360d7a,53,5,5,0
f876370d-af87-438f-8f0f-0099ffe4580e,172,6,8,0
0f1de3d9-7314-4d09-acf9-7d7f396d3fda,218,54,12,0
70c29654-2f8b-419b-b166-29569d2f8d64,160,12,5,0
c9976ccc-be4f-48a9-8e57-5b1a31eabd4d,198,11,6,0
4487b2e0-d2a5-4e15-8070-b0e77ca60ebf,416,7,2,0
d2416f6d-6e5a-4cc0-ad0c-44ead223251a,247,28,2,0
f8425979-8aa9-40cd-a291-4a8d28afe463,324,14,8,0
89d2f251-9dbe-4395-abeb-7dba6cc6ecd7,439,40,3,0
60cda1c7-26fc-46a5-b0b7-f570c02bae9a,203,6,5,0
1a563a3c-6771-4bd8-8e09-8ee56cec0520,184,46,3,1
ab3b4ce9-ecca-4e4f-b3c5-67330016ef12,123,27,5,0
bb24b5d5-1611-48c7-b5d4-01733225d28c,401,3,3,0
4e4da6e0-9140-4290-8d08-ee1627e1f413,255,16,4,0
d5891f4b-a8c3-497d-99ed-e280baf2e94b,294,59,5,0
260a0f91-4ee6-4caf-a1b8-2a9b320e164f,280,76,6,1
72a3a7ba-7c13-4e00-a22c-ce352ffe575d,325,18,6,0
9123f369-352e-4f49-9907-8dce302b124e,372,19,8,1
b18e9a23-57e0-4378-a3c9-53caa9181b2a,98,75,7,0
42cd54df-abf2-458a-9ea1-ca1e5c69d957,198,26,6,0
c69e9cf6-da55-4467-87f4-3cadcd9ceb79,470,1,8,1
e98cc876-6ff4-4b20-8040-9f12239bf849,395,73,9,0
14d137fd-4901-42de-aff1-dce4304f9861,240,8,6,0
5feebace-46d6-4a9a-858f-4675a3697298,144,25,7,0
5f44d4e5-414b-422f-9cef-d06f26917b2f,97,5,8,0
2f55259a-15dc-4c78-87da-2daf31e06e12,201,1,2,0
e8713aec-0cd3-4316-8174-6ff6fb52f946,124,11,3,0
b134b32b-34ee-4095-a069-1c59b4ff860e,187,45,2,0
93564e8d-a9b8-4aab-8b03-f112a9cab3f7,326,9,4,1
37998604-1882-4ee9-ac31-67dd31280c03,464,7,7,1
b788fe8c-f7c4-4b5f-a6bf-0408830be83e,349,7,7,0
305436a7-01b7-4268-9ddb-4b9849bc9ece,259,21,9,0
bef498de-9ec3-4605-b7ed-5a6132a27b66,148,111,6,0
129cbd46-0937-4815-b9a6-c5592cc747a3,252,18,2,0
7903be10-1cda-48bf-8a5b-b6e37e618510,443,24,4,1
1395a91c-80d1-4555-9e8e-97854c5d398e,420,59,9,0
1112aa67-4abc-42db-b788-d7c84b1c8881,403,22,3,0
d1aefb9a-6fa1-4efe-9a36-c7678c01c308,346,6,3,1
73501bc0-9e76-4741-828b-5cb9989d2d92,451,10,9,1
a9208234-5eaf-4f51-a882-65bfbed212ae,147,11,3,0
66a5d018-3bfd-4e00-9f2c-6c14537c9019,148,15,7,0
206772cd-91c3-49ae-ada0-5545b5d2c71f,352,16,7,0
2eb8472e-bb04-41ff-b6f7-87756c4e76fd,199,48,3,1
0c3861cf-dd8e-4711-a051-4e7cc12273ff,308,12,4,0
334319b6-be2d-4e4d-88f4-a8cbf908b8ed,489,18,1,0
fa9f3185-ed3d-4ecd-a8a7-d247ebc0af9d,417,29,3,0
3bb8ec78-0805-436a-a811-af7a6bd445fc,424,14,5,0
b708f952-5d4d-4b94-b97a-5e2a6a0cff7c,128,54,5,0
ab565d76-e63c-4abc-8af9-815b861a6d86,39,26,6,1
bdd36a5d-8e74-48b6-8110-e4af1edb8412,338,10,1,1
2d4b6901-efe3-4060-aae6-dbd277ca050c,360,37,6,1
df71da78-6822-41a0-bc6f-1cc899028349,129,22,6,0
8e1ba48a-7526-4fc6-9bfa-89abbcea2c2b,267,22,1,1
221704d5-bb11-47e3-a273-216ad6a4821c,476,19,3,1
a7a7d222-95d5-4b50-aa3d-b4e14fef9e35,441,20,6,0
dc1297b5-c6b1-4425-a689-99de63e85aaa,473,43,8,0
6de88aef-5725-4a7b-99df-59db904533a5,434,3,8,0
914a9717-f2f1-4871-b7cf-267d5c13f65b,151,12,8,1
fbd39cfe-e9ef-4e9f-8039-d90b23aea9d2,415,2,8,0
16359a8e-a724-4437-9e86-10d0941d536d,478,41,2,1
a2d031e9-bf5d-44ee-ad60-d5b54d3f5683,298,9,6,0
933743ce-6f80-4c55-b413-6919b5392dd6,99,68,4,0
062613ac-a08b-4a1a-86ec-6732b3f54dc8,263,22,8,0
c9bc50fe-85f5-4d0d-b70f-3b5c954f57bd,252,48,11,0
985c4de8-977e-4917-894b-d647d2897902,144,115,2,0
577dd006-4410-48f7-9694-fbd52fec048f,346,54,5,1
7adcc348-e37d-4f33-8d39-e3848ec24f6a,112,60,10,0
7a76165e-0c62-46ef-b7c9-e94d2b18e3a3,60,15,4,0
002cd5bc-7c66-4100-9222-0c077d4d8c11,369,24,8,0
44efbe8d-e023-47ce-8c24-106e122f5718,2,8,4,0
87d799c3-df69-405c-9f2c-7dbbb0a10dfd,385,6,3,0
23c2fcfc-c224-48d0-ad9d-ea2e599069ea,304,21,6,0
d9173810-f06f-4da8-9ffa-c3c73384e9a8,254,27,7,1
2e492b47-2e42-4565-a018-83eb6326aa76,140,12,4,0
0713f01e-c722-431c-bf55-a44f46370b57,453,25,7,0
fc8d655b-a284-4604-98dd-c106aab7472f,37,65,4,0
a3de65c5-5979-4fef-9b4b-de753e613d00,160,24,3,0
a26ddb02-8e14-4a02-9f38-ffa5bffccff1,9,38,4,1
9256b29d-8db8-4ab7-a4ac-8fc30a1b85ca,233,49,6,0
2bbfc78e-97aa-4ead-a8d8-a3e4e5486c3e,99,134,6,1
6cae2103-7738-4e00-aff2-a11807f3798b,147,27,8,0
210e8fe2-575a-40ca-87cb-e3072c0245d9,304,49,7,0
72946c4f-3344-4e20-aa8f-72a4a29531ce,208,98,2,1
beed4814-85c7-4077-b854-814ca06c14b4,131,86,6,0
7ff0527d-747a-46e3-a95c-e5c2709ed7a8,404,4,4,0
d8b6dd90-a0ec-412b-abb5-9b7d0b20773b,152,15,2,0
181d7614-fee8-479a-a69b-1665e780105a,54,11,9,1
644af8b1-d675-4386-a2c8-e103de939f2b,120,2,5,0
560403b0-0825-4231-8d81-b8956b57b046,161,30,3,0
5eb7cf24-3864-41f2-b8fb-8e24dea855ab,408,39,2,0
0f7a0156-eaca-4f47-9fd0-128e144cbcfa,116,56,6,0
3f0e1724-054d-4365-a152-73c75999f650,75,3,3,1
94bf7ddb-e1a7-48ff-ae8a-fc7a24dca839,113,62,6,0
fc3843d0-7b8b-41f0-b2f7-f5c423540a96,456,30,5,0
daf53c28-c6fd-4901-9a69-5b502f7bd69e,420,36,2,1
9f394e6b-40d4-4801-9bdb-62d1545faebe,422,72,7,0
4ca346d8-5e2e-4e42-927e-b6c7ace6e68d,104,29,6,0
85cc48cd-855c-451d-a3b5-b759c0096212,340,12,5,0
0fc998df-4b78-413a-b3e9-89efaa40a59d,254,52,8,0
541338c1-9c8f-4153-9b5a-4c7d17ac9055,227,13,3,0
b191a44c-9dd6-4cc1-8b7d-5dcf3ad7707e,112,1,5,0
a8ffd11b-95c1-4474-9111-99ebe886e727,473,53,5,0
6e84e8fc-39eb-4839-a6e8-c4a0143448b2,99,12,4,0
03bf765d-04e9-415c-b15a-495742d07881,153,44,3,0
c82eb01e-f06e-44d1-be41-23f05353a723,349,13,3,0
2a39cbe6-138b-4562-81ab-2a6d5172af26,402,59,5,0
